timestamp,node,cpu_percent,memory_mb,memory_percent
2025-12-25T23:17:42+08:00,worker-1,0.0,596,7.6
2025-12-25T23:17:42+08:00,worker-2,1.2,866,11.0
2025-12-25T23:17:42+08:00,worker-3,0.0,652,4.1
2025-12-25T23:17:42+08:00,worker-4,1.0,704,4.4
2025-12-25T23:17:50+08:00,master,0.0,2138,13.4
2025-12-25T23:17:50+08:00,worker-1,0.0,632,8.1
2025-12-25T23:17:50+08:00,worker-2,0.0,873,11.1
2025-12-25T23:17:50+08:00,worker-3,2.2,649,4.1
2025-12-25T23:17:50+08:00,worker-4,3.1,707,4.4
2025-12-25T23:17:58+08:00,master,0.0,2147,13.5
2025-12-25T23:17:58+08:00,worker-1,2.3,609,7.8
2025-12-25T23:17:58+08:00,worker-2,0.0,875,11.1
2025-12-25T23:17:58+08:00,worker-3,1.1,642,4.0
2025-12-25T23:17:58+08:00,worker-4,1.0,707,4.4
2025-12-25T23:18:05+08:00,master,6.0,2120,13.3
2025-12-25T23:18:05+08:00,worker-1,0.0,608,7.8
2025-12-25T23:18:05+08:00,worker-2,0.0,873,11.1
2025-12-25T23:18:05+08:00,worker-3,1.2,647,4.1
2025-12-25T23:18:05+08:00,worker-4,1.0,708,4.5
2025-12-25T23:18:12+08:00,master,1.2,2143,13.5
2025-12-25T23:18:12+08:00,worker-1,14.3,603,7.7
2025-12-25T23:18:12+08:00,worker-2,0.0,873,11.1
2025-12-25T23:18:12+08:00,worker-3,0.0,674,4.2
2025-12-25T23:18:12+08:00,worker-4,1.0,730,4.6
2025-12-25T23:18:20+08:00,master,34.9,2208,13.9
2025-12-25T23:18:20+08:00,worker-1,0.0,594,7.6
2025-12-25T23:18:20+08:00,worker-2,0.0,872,11.1
2025-12-25T23:18:20+08:00,worker-3,0.0,657,4.1
2025-12-25T23:18:20+08:00,worker-4,1.0,711,4.5
2025-12-25T23:18:28+08:00,master,2.4,2146,13.5
2025-12-25T23:18:28+08:00,worker-1,2.3,595,7.6
2025-12-25T23:18:28+08:00,worker-2,1.2,863,10.9
2025-12-25T23:18:28+08:00,worker-3,1.1,649,4.1
2025-12-25T23:18:28+08:00,worker-4,1.0,710,4.5
2025-12-25T23:18:36+08:00,master,1.2,2147,13.5
2025-12-25T23:18:36+08:00,worker-1,4.7,595,7.6
2025-12-25T23:18:36+08:00,worker-2,0.0,864,11.0
2025-12-25T23:18:36+08:00,worker-3,0.0,645,4.0
2025-12-25T23:18:36+08:00,worker-4,1.0,711,4.5
2025-12-25T23:18:43+08:00,master,8.4,2144,13.5
2025-12-25T23:18:43+08:00,worker-1,0.0,596,7.6
2025-12-25T23:18:43+08:00,worker-2,0.0,865,11.0
2025-12-25T23:18:43+08:00,worker-3,2.3,648,4.1
2025-12-25T23:18:43+08:00,worker-4,1.0,711,4.5
2025-12-25T23:18:50+08:00,master,1.2,2144,13.5
2025-12-25T23:18:50+08:00,worker-1,2.3,628,8.0
2025-12-25T23:18:50+08:00,worker-2,0.0,896,11.4
2025-12-25T23:18:50+08:00,worker-3,1.1,638,4.0
2025-12-25T23:18:50+08:00,worker-4,0.0,704,4.4
2025-12-25T23:18:58+08:00,master,4.7,2143,13.5
2025-12-25T23:18:58+08:00,worker-1,0.0,609,7.8
2025-12-25T23:18:58+08:00,worker-2,1.1,875,11.1
2025-12-25T23:18:58+08:00,worker-3,0.0,648,4.1
2025-12-25T23:18:58+08:00,worker-4,2.0,702,4.4
