timestamp,node,cpu_percent,memory_mb,memory_percent
2025-12-25T23:05:43+08:00,worker-3,1.1,602,3.8
2025-12-25T23:05:43+08:00,worker-4,2.0,665,4.2
2025-12-25T23:05:51+08:00,master,4.5,2114,13.3
2025-12-25T23:05:51+08:00,worker-1,2.3,558,7.1
2025-12-25T23:05:51+08:00,worker-2,0.0,836,10.6
2025-12-25T23:05:51+08:00,worker-3,1.1,603,3.8
2025-12-25T23:05:51+08:00,worker-4,1.0,666,4.2
2025-12-25T23:05:58+08:00,master,2.4,2090,13.1
2025-12-25T23:05:58+08:00,worker-1,0.0,559,7.1
2025-12-25T23:05:58+08:00,worker-2,0.0,835,10.6
2025-12-25T23:05:58+08:00,worker-3,0.0,610,3.8
2025-12-25T23:05:58+08:00,worker-4,0.0,666,4.2
2025-12-25T23:06:06+08:00,master,1.2,2124,13.3
2025-12-25T23:06:06+08:00,worker-1,2.2,587,7.5
2025-12-25T23:06:06+08:00,worker-2,0.0,844,10.7
2025-12-25T23:06:06+08:00,worker-3,1.1,606,3.8
2025-12-25T23:06:06+08:00,worker-4,1.0,665,4.2
2025-12-25T23:06:14+08:00,master,2.4,2099,13.2
2025-12-25T23:06:14+08:00,worker-1,0.0,568,7.3
2025-12-25T23:06:14+08:00,worker-2,0.0,846,10.7
2025-12-25T23:06:14+08:00,worker-3,1.1,605,3.8
2025-12-25T23:06:14+08:00,worker-4,0.0,664,4.2
2025-12-25T23:06:21+08:00,master,0.0,2109,13.2
2025-12-25T23:06:21+08:00,worker-1,0.0,569,7.3
2025-12-25T23:06:21+08:00,worker-2,0.0,838,10.6
2025-12-25T23:06:21+08:00,worker-3,1.1,634,4.0
2025-12-25T23:06:21+08:00,worker-4,1.1,678,4.3
2025-12-25T23:06:29+08:00,master,1.2,2113,13.3
2025-12-25T23:06:29+08:00,worker-1,0.0,567,7.2
2025-12-25T23:06:29+08:00,worker-2,1.1,838,10.6
2025-12-25T23:06:29+08:00,worker-3,1.1,622,3.9
2025-12-25T23:06:29+08:00,worker-4,2.0,670,4.2
2025-12-25T23:06:36+08:00,master,0.0,2120,13.3
2025-12-25T23:06:36+08:00,worker-1,2.3,569,7.3
2025-12-25T23:06:36+08:00,worker-2,0.0,838,10.6
2025-12-25T23:06:36+08:00,worker-3,0.0,608,3.8
2025-12-25T23:06:36+08:00,worker-4,1.0,669,4.2
2025-12-25T23:06:43+08:00,master,0.0,2109,13.2
2025-12-25T23:06:43+08:00,worker-1,2.3,566,7.2
2025-12-25T23:06:43+08:00,worker-2,0.0,839,10.6
2025-12-25T23:06:43+08:00,worker-3,1.1,606,3.8
2025-12-25T23:06:43+08:00,worker-4,1.0,672,4.2
2025-12-25T23:06:51+08:00,master,0.0,2105,13.2
2025-12-25T23:06:51+08:00,worker-1,2.3,560,7.2
2025-12-25T23:06:51+08:00,worker-2,1.1,835,10.6
2025-12-25T23:06:51+08:00,worker-3,1.1,600,3.8
2025-12-25T23:06:51+08:00,worker-4,0.0,673,4.2
2025-12-25T23:06:58+08:00,master,7.1,2103,13.2
2025-12-25T23:06:58+08:00,worker-1,0.0,560,7.2
2025-12-25T23:06:58+08:00,worker-2,1.2,833,10.6
2025-12-25T23:06:58+08:00,worker-3,2.3,602,3.8
2025-12-25T23:06:58+08:00,worker-4,1.0,674,4.2
2025-12-25T23:07:06+08:00,master,1.1,2113,13.3
2025-12-25T23:07:06+08:00,worker-1,2.4,560,7.2
2025-12-25T23:07:06+08:00,worker-2,0.0,828,10.5
2025-12-25T23:07:06+08:00,worker-3,1.1,604,3.8
2025-12-25T23:07:06+08:00,worker-4,1.0,671,4.2
2025-12-25T23:07:13+08:00,master,0.0,2114,13.3
