timestamp,node,cpu_percent,memory_mb,memory_percent
2025-12-25T23:25:56+08:00,worker-3,1.1,643,4.0
2025-12-25T23:25:56+08:00,worker-4,2.0,716,4.5
2025-12-25T23:26:04+08:00,master,1.2,2172,13.6
2025-12-25T23:26:04+08:00,worker-1,0.0,635,8.1
2025-12-25T23:26:04+08:00,worker-2,2.3,894,11.3
2025-12-25T23:26:04+08:00,worker-3,1.1,643,4.0
2025-12-25T23:26:04+08:00,worker-4,1.0,711,4.5
2025-12-25T23:26:12+08:00,master,9.4,2169,13.6
2025-12-25T23:26:12+08:00,worker-1,0.0,611,7.8
2025-12-25T23:26:12+08:00,worker-2,0.0,876,11.1
2025-12-25T23:26:12+08:00,worker-3,1.1,671,4.2
2025-12-25T23:26:12+08:00,worker-4,0.0,739,4.6
2025-12-25T23:26:20+08:00,master,3.6,2174,13.6
2025-12-25T23:26:20+08:00,worker-1,2.3,604,7.7
2025-12-25T23:26:20+08:00,worker-2,1.2,870,11.0
2025-12-25T23:26:20+08:00,worker-3,1.1,652,4.1
2025-12-25T23:26:20+08:00,worker-4,1.0,722,4.5
2025-12-25T23:26:27+08:00,master,0.0,2192,13.8
2025-12-25T23:26:27+08:00,worker-1,2.3,601,7.7
2025-12-25T23:26:27+08:00,worker-2,1.2,868,11.0
2025-12-25T23:26:27+08:00,worker-3,5.7,641,4.0
2025-12-25T23:26:27+08:00,worker-4,1.0,723,4.5
2025-12-25T23:26:35+08:00,master,2.4,2183,13.7
2025-12-25T23:26:35+08:00,worker-1,0.0,599,7.7
2025-12-25T23:26:35+08:00,worker-2,0.0,864,11.0
2025-12-25T23:26:35+08:00,worker-3,2.3,641,4.0
2025-12-25T23:26:35+08:00,worker-4,1.0,718,4.5
2025-12-25T23:26:42+08:00,master,4.7,2167,13.6
2025-12-25T23:26:42+08:00,worker-1,0.0,594,7.6
2025-12-25T23:26:42+08:00,worker-2,2.3,867,11.0
2025-12-25T23:26:42+08:00,worker-3,1.1,640,4.0
2025-12-25T23:26:42+08:00,worker-4,0.0,717,4.5
2025-12-25T23:26:50+08:00,master,1.1,2169,13.6
2025-12-25T23:26:50+08:00,worker-1,2.3,596,7.6
2025-12-25T23:26:50+08:00,worker-2,1.2,867,11.0
2025-12-25T23:26:50+08:00,worker-3,1.1,638,4.0
2025-12-25T23:26:50+08:00,worker-4,1.0,710,4.5
2025-12-25T23:26:57+08:00,master,0.0,2165,13.6
2025-12-25T23:26:57+08:00,worker-1,0.0,596,7.6
2025-12-25T23:26:57+08:00,worker-2,1.1,867,11.0
2025-12-25T23:26:57+08:00,worker-3,2.3,643,4.0
2025-12-25T23:26:57+08:00,worker-4,1.0,704,4.4
2025-12-25T23:27:04+08:00,master,4.5,2179,13.7
2025-12-25T23:27:04+08:00,worker-1,0.0,624,8.0
2025-12-25T23:27:04+08:00,worker-2,0.0,897,11.4
2025-12-25T23:27:04+08:00,worker-3,1.1,647,4.1
2025-12-25T23:27:04+08:00,worker-4,1.0,704,4.4
2025-12-25T23:27:12+08:00,master,1.2,2197,13.8
2025-12-25T23:27:12+08:00,worker-1,0.0,602,7.7
2025-12-25T23:27:12+08:00,worker-2,0.0,881,11.2
2025-12-25T23:27:12+08:00,worker-3,1.1,640,4.0
2025-12-25T23:27:12+08:00,worker-4,1.0,705,4.4
2025-12-25T23:27:20+08:00,master,2.3,2194,13.8
2025-12-25T23:27:20+08:00,worker-1,0.0,598,7.6
2025-12-25T23:27:20+08:00,worker-2,0.0,872,11.1
2025-12-25T23:27:20+08:00,worker-3,1.2,669,4.2
2025-12-25T23:27:20+08:00,worker-4,1.0,716,4.5
